folder,filename,title,author,has_title,is_duplicate,duplicate_of,duplicate_group
cyanodefects,cyanodefects_001.pdf,Simultaneous layer exfoliation and defect activation in g-C3N4 nanosheets with air–water interfacial plasma: spectroscopic defect probing with tailored optical properties,Trishamoni Kashyap,True,False,,0
cyanodefects,cyanodefects_002.pdf,Porous g-C3N4 with nitrogen defects and cyano groups for excellent photocatalytic nitrogen fixation without co-catalysts,Yanjun Xue,True,False,,0
cyanodefects,cyanodefects_003.pdf,Heterogeneous structural defects to prompt charge shuttle in g-C3N4 plane for boosting visible-light photocatalytic activity,Chengwu Yang,True,False,,0
cyanodefects,cyanodefects_004.pdf,Metal-ion-assisted construction of cyano group defects in g-C3N4 to simultaneously degrade wastewater and produce hydrogen,Xueli Hu,True,False,,0
cyanodefects,cyanodefects_005.pdf,Positioning Cyanamide Defects in g-C3N4: Engineering Energy Levels and Active Sites for Superior Photocatalytic Hydrogen Evolution,Jili Yuan,True,False,,0
cyanodefects,cyanodefects_006.pdf,Salt-template-assisted construction of honeycomb-like structured g-C3N4 with tunable band structure for enhanced photocatalytic H2 production,Fan Yang,True,False,,0
cyanodefects,cyanodefects_007.pdf,CaH2-assisted structural engineering of porous defective graphitic carbon nitride (g-C3N4) for enhanced photocatalytic hydrogen evolution,Lina Tang,True,False,,0
cyanodefects,cyanodefects_008.pdf,Cyano group modified g-C3N4_ Molten salt method achievement and promoted photocatalytic nitrogen fixation activity,Yi Kong,True,False,,0
cyanodefects,cyanodefects_009.pdf,Promoting effect of cyano groups attached on g-C3N4 nanosheets towards molecular oxygen activation for visible light-driven aerobic coupling of amines to imines,Di Zhang,True,False,,0
cyanodefects,cyanodefects_010.pdf,,Jian Yang,False,False,,0
cyanodefects,cyanodefects_011.pdf,Synthesis of synergetic phosphorus and cyano groups (C≡N) modified g-C3N4 for enhanced photocatalytic H2 production and CO2 reduction under visible light irradiation,Xiaolei Liu,True,False,,0
cyanodefects,cyanodefects_012.pdf,Metal organic framework derived heteroatoms and cyano (CN) group co-decorated porous g-C3N4 nanosheets for improved photocatalytic H2 evolution and uranium(VI) reduction,Huihui Gao,True,False,,0
cyanodefects,cyanodefects_013.pdf,,,False,False,,0
cyanodefects,cyanodefects_014.pdf,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,"Yuanjing Wen, Dan Qu, Li An, Xiang Gao, Wenshuai Jiang, Dandan Wu, Dongxue Yang, and Zaicheng Sun",True,False,,0
cyanodefects,cyanodefects_015.pdf,am9b21115 1..8,"Jin Zhang, Jinwei Chen, Yingfei Wan, Hongwei Liu, Wang Chen, Gang Wang, and Ruilin Wang",True,False,,0
cyanodefects,cyanodefects_016.pdf,manuscript 1..12,"Yanbin Huang, Jun Liu, Chao Zhao, Xiaohao Jia, Mengmeng Ma, Yuanyuan Qian, Cheng Yang, Kong Liu, Furui Tan, Zhijie Wang, Xiaobao Li, Shengchun Qu, and Zhanguo Wang",True,False,,14
cyanodefects,cyanodefects_017.pdf,Rational design of carbon nitride photocatalysts by identification of cyanamide defects as catalytically relevant sites,Vincent Wing-hei Lau,True,False,,0
elementdoped,agdoped_001.pdf,ao0c02161 1..10,"Runxue Liu, Wanliang Yang, Guiwei He, Wei Zheng, Maokun Li, Wenliang Tao, and Mengkui Tian",True,False,,0
elementdoped,audoped_001.pdf,Promoted Hydrogen Peroxide Production from Pure Water on g-C3N4 with Nitrogen Defects Constructed through Solvent-Precursor Interactions: Exploring A Complex Story in Piezo-Photocatalysis,,True,False,,0
elementdoped,bdoped_001.pdf,"Template-free preparation of non-metal (B, P, S) doped g-C3N4 tubes with enhanced photocatalytic H2O2 generation",Yuanyuan Liu,True,False,,0
elementdoped,bdoped_002.pdf,"Boron-Decorated Graphitic Carbon Nitride (g‑C3N4): An Efficient Sensor for H2S, SO2, and NH3 Capture",Omar Faye (ORCID: 0000-0003-0520-6238); Ubong Eduok (ORCID: 0000-0002-4476-4841); Jerzy A. Szpunar,True,False,,0
elementdoped,bdoped_003.pdf,,,False,False,,0
elementdoped,cdoped_001.pdf,Novel carbon and defects co-modified g-C3N4 for highly efficient photocatalytic degradation of bisphenol A under visible light,Ming Wu,True,False,,0
elementdoped,cdoped_002.pdf,Band structure engineering and efficient injection rich-&#x003C0;-electrons into ultrathin g-C3N4 for boosting photocatalytic H2-production,Huinan Che,True,False,,0
elementdoped,cdoped_003.pdf,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,Yaya Wang,True,False,,2
elementdoped,cdoped_004.pdf,Facile synthesis of carbon-rich g-C3N4 by copolymerization of urea and tetracyanoethylene for photocatalytic degradation of Orange II,Zhuliang Wang,True,False,,0
elementdoped,cdoped_005.pdf,H2+CO2 Synergistic Plasma Positioning Carboxyl Defects in g-C3N4 with Engineered Electronic Structure and Active Sites for Efficient Photocatalytic H2 Evolution,"Daqian Wang, Zhihao Zhang, Shuchuan Xu, Ying Guo, Shifei Kang and Xijiang Chang",True,True,cdefects_014.pdf,6
elementdoped,codoped_001.pdf,Study on photoelectric properties of Fe-Co codoped g-C3N4,Zhixiang Liu,True,False,,12
elementdoped,codoped_002.pdf,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,Zhen Tian,True,False,,0
elementdoped,cudoped_001.pdf,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,Xijiang Chang,True,False,,0
elementdoped,fdoped_001.pdf,Defects remodeling of g-C3N4 nanosheets by fluorine-containing solvothermal treatment to enhance their photocatalytic activities,Wei Lin,True,False,,0
elementdoped,fedoped_001.pdf,Study on photoelectric properties of Fe-Co codoped g-C3N4,Zhixiang Liu,True,True,codoped_001.pdf,12
elementdoped,idoped_001.pdf,One-step synthesis of iodine-doped g-C3N4 with enhanced photocatalytic nitrogen fixation performance,Xiuli Hu,True,False,,0
elementdoped,ladoped_001.pdf,,,False,False,,0
elementdoped,nddoped_001.pdf,Nitrogen vacancy and hydrogen substitution mediated tunable optoelectronic properties of g-C3N4 2D layered structures: Applications towards blue LED to broad-band photodetection,Arnab Ghosh,True,False,,8
elementdoped,ndoped_001.pdf,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,Yaya Wang,True,True,cdoped_003.pdf,2
elementdoped,odoped_001.pdf,"Novel broad-spectrum-driven g-C3N4 with oxygen-linked band and porous defect for photodegradation of bisphenol A, 2-mercaptophenthiazole and ciprofloxacin",Minjing Zhou,True,False,,0
elementdoped,odoped_002.pdf,Oxygen doping through oxidation causes the main active substance in g-C3N4 photocatalysis to change from holes to singlet oxygen,Yajing Yang,True,False,,0
elementdoped,odoped_003.pdf,"Influence of P,S,O-Doping on g-C3N4 for hydrogel formation and photocatalysis: An experimental and theoretical study",Yi-Ching Chu,True,False,,7
elementdoped,odoped_004.pdf,"Unveiling the origin of boosted photocatalytic hydrogen evolution in simultaneously (S, P, O)-Codoped and exfoliated ultrathin g-C3N4 nanosheets",Qinqin Liu,True,False,,0
elementdoped,pddoped_001.pdf,Confining Single-atom Pd on g-C3N4 with Carbon Vacancies towards Enhanced Photocatalytic NO Conversion,Guimei Liu,True,False,,0
elementdoped,pdoped_001.pdf,"Influence of P,S,O-Doping on g-C3N4 for hydrogel formation and photocatalysis: An experimental and theoretical study",Yi-Ching Chu,True,True,odoped_003.pdf,7
elementdoped,pdoped_002.pdf,Douleur chronique : quelques repères pour mieux comprendre et agir,A. Berquin,True,False,,0
elementdoped,pdoped_003.pdf,"P, K co-doped porous g-C3N4 with enhanced photocatalytic activity synthesized in vapor and self-producing NH3 atmosphere",Huawei Shen,True,False,,0
elementdoped,ptdoped_001.pdf,,Jianjun Ding,False,False,,0
elementdoped,ptdoped_002.pdf,Strengthening Reactive Metal-Support Interaction to Stabilize High-Density Pt Single Atoms on Electron-deficient g-C3N4 for Boosting Photocatalytic H2 Production,Peng Zhou,True,False,,0
elementdoped,ptdoped_003.pdf,Effect of Morphological Modification over g-C3N4 on Photocatalytic Hydrogen Evolution Performance of g-C3N4-Pt Photocatalysts,"Thi Van Anh Hoang, Phuong Anh Nguyen and Eun Woo Shin",True,False,,1
elementdoped,sdoped_001.pdf,"Influence of P,S,O-Doping on g-C3N4 for hydrogel formation and photocatalysis: An experimental and theoretical study",Yi-Ching Chu,True,True,odoped_003.pdf,7
elementdoped,sdoped_002.pdf,Sulfur-doped g-C3N4 nanosheets with carbon vacancies_ General synthesis and improved activity for simulated solar-light photocatalytic nitrogen fixation,Shihai Cao,True,True,cdefects_006.pdf,13
elementdoped,sdoped_003.pdf,Preparation of S-doped g-C3N4 with C vacancies using the desulfurized waste liquid extracting salt and its application for NOx removal,Liyuan Duan,True,True,cdefects_007.pdf,9
elementdoped,sdoped_004.pdf,Filling the nitrogen vacancies with sulphur dopants in graphitic C3N4 for efficient and robust electrocatalytic nitrogen reduction,Ke Chu,True,False,,5
elementdoped,sdoped_005.pdf,Rh Particles Supported on Sulfated g-C3N4: A Highly Efficient and Recyclable Heterogeneous Catalyst for Alkene Hydroformylation,"Yukun Shi, Yang Lu, Tongxin Ren, Jie Li, Qiqige Hu, Xiaojing Hu, Baolin Zhu and Weiping Huang",True,False,,0
elementdoped,sedoped_001.pdf,Enhanced peroxymonosulfate decomposition into [rad]OH and 1O2 for sulfamethoxazole degradation over Se doped g-C3N4 due to induced exfoliation and N vacancies formation,Yayang Tian,True,False,,4
ndefects,ndefects_001.pdf,Precisely Tailoring Nitrogen Defects in Carbon Nitride for Efficient Photocatalytic Overall Water Splitting,"Qiqi Zhang, Xin Chen, Zhongshan Yang, Tao Yu, Lequan Liu, and Jinhua Ye",True,False,,0
ndefects,ndefects_001_sup.pdf,,,False,False,,0
ndefects,ndefects_002.pdf,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,Weisong Li,True,False,,0
ndefects,ndefects_003.pdf,,Xingyun Jin,False,False,,0
ndefects,ndefects_004.pdf,Fabrication of large surface area nitrogen vacancy modified graphitic carbon nitride with improved visible-light photocatalytic performance,Lei Liang,True,False,,0
ndefects,ndefects_005.pdf,"Significantly narrowed bandgap and enhanced charge separation in porous, nitrogen-vacancy red g-C3N4 for visible light photocatalytic H2 production",Zhenxing Yang,True,False,,10
ndefects,ndefects_006.pdf,Oxygen doped g‐C3N4 with nitrogen vacancy for enhanced photocatalytic hydrogen evolution,,True,False,,0
ndefects,ndefects_007.pdf,Fumaric Acid Assistant Band Structure Tunable Nitrogen Defective g-C3N4 Fabrication for Enhanced Photocatalytic Hydrogen Evolution,"Tao Yu, Tao Xie, Wei Zhou, Yizhong Zhang, Yiliang Chen, Boyu Shao, Wan-Qian Guo, and Xin Tan",True,False,,0
ndefects,ndefects_008.pdf,Improved H2O2 Photogeneration by KOH-Doped g-C3N4 under Visible Light Irradiation due to Synergistic Effect of N Defects and K Modification,Hao Zhang,True,False,,0
ndefects,ndefects_009.pdf,3D macroporous architecture of self-assembled defect-engineered ultrathin g-C3N4 nanosheets for tetracycline degradation under LED light irradiation,Utpal Ghosh,True,False,,0
ndefects,ndefects_010.pdf,"A porous g-C3N4 nanosheets containing nitrogen defects for enhanced photocatalytic removal meropenem_ Mechanism, degradation pathway and DFT calculation",Jin Wang,True,False,,0
ndefects,ndefects_011.pdf,,Sen Wang,False,False,,0
ndefects,ndefects_012.pdf,Insights into enhancing photocatalytic reduction of CO2_ Substitutional defect strategy of modified g-C3N4 by experimental and theoretical calculation approaches,Nur Umisyuhada Mohd Nor,True,False,,0
ndefects,ndefects_013.pdf,B and cyano groups co-doped g-C3N4 with multiple defects for photocatalytic nitrogen fixation in ultrapure water without hole scavengers,Dongfeng Sun,True,False,,0
ndefects,ndefects_014.pdf,,Haiping Liu,False,False,,0
ndefects,ndefects_015.pdf,Strategy of nitrogen defects sponge from g-C3N4 nanosheets and Ni-Bi-Se complex modification for efficient dye-sensitized photocatalytic H2 evolution,Haiyu Wang,True,False,,0
ndefects,ndefects_016.pdf,Enhancement of photocatalytic hydrogen evolution activity of porous oxygen doped g-C3N4 with nitrogen defects induced by changing electron transition,Yabin Jiang,True,False,,0
ndefects,ndefects_017.pdf,Enhanced photocatalytic degradation of ciprofloxacin using novel C-dot@Nitrogen Deficient g-C3N4: synergistic effect of nitrogen defects and C-dots,Huanjun Zhang,True,False,,0
ndefects,ndefects_018.pdf,Defects Rich g-C3N4 with Mesoporous Structure for Efficient Photocatalytic H2 Production under Visible Light Irradiation,Daming Ruan,True,False,,0
ndefects,ndefects_019.pdf,,Jingjing Jiang,False,False,,0
ndefects,ndefects_020.pdf,Nitrogen defect structure and NO+ intermediate promoted photocatalytic NO removal on H2 treated g-C3N4,Jiazhen Liao,True,False,,0
ndefects,ndefects_021.pdf,Highly efficient visible photocatalytic disinfection and degradation performances of microtubular nanoporous g-C3N4 via hierarchical construction and defects engineering,Jing Xu,True,False,,0
ndefects,ndefects_022.pdf,,Min Wang,False,False,,0
ndefects,ndefects_023.pdf,,Jingjing Jiang,False,False,,0
ndefects,ndefects_024.pdf,High specific surface area defective g-C3N4 nanosheets with enhanced photocatalytic activity prepared by using glyoxylic acid mediated melamine,He Cai,True,False,,0
ndefects,ndefects_025.pdf,Nitrogen-defective g-C3N4 with enhanced photocatalytic performance fabrication by destructing C[dbnd]N[sbnd]C bond via H2O2,Xue Wang,True,False,,0
ndefects,ndefects_026.pdf,Ultrafast NaN3-deflagration induced nitrogen vacancy-enriched g-C3N4 for tailoring band structures and enhanced photocatalytic performance,Jialin Tang,True,False,,0
ndefects,ndefects_027.pdf,Site-selected N vacancy of g-C3N4 for photocatalysis and physical mechanism,Lingru Kong,True,False,,0
ndefects,ndefects_028.pdf,,Keke Shu,False,False,,0
ndefects,ndefects_029.pdf,Efficient photocatalytic hydrogen evolution on N-deficient g-C3N4 achieved by a molten salt post-treatment approach,Junying Liu,True,False,,0
ndefects,ndefects_030.pdf,Enhanced peroxymonosulfate activation on dual active sites of N vacancy modified g-C3N4 under visible-light assistance and its selective removal of organic pollutants,Guanlong Wang,True,False,,0
ndefects,ndefects_031.pdf,The effect of oxygen on the N2 photofixation ability over N vacancies embedded g-C3N4 prepared by dielectric barrier discharge plasma treatment,Yanfeng Zhao,True,False,,0
ndefects,ndefects_032.pdf,,,False,False,,0
ndefects,ndefects_033.pdf,Efficient visible-light-driven hydrogen evolution and Cr(VI) reduction over porous P and Mo co-doped g-C3N4 with feeble N vacancies photocatalyst,Dongdong Chen,True,False,,0
ndefects,ndefects_034.pdf,Enhanced peroxymonosulfate decomposition into [rad]OH and 1O2 for sulfamethoxazole degradation over Se doped g-C3N4 due to induced exfoliation and N vacancies formation,Yayang Tian,True,True,sedoped_001.pdf,4
ndefects,ndefects_035.pdf,The effect of embedding N vacancies into g-C3N4 on the photocatalytic H2O2 production ability via H2 plasma treatment,Xiaoyu Qu,True,False,,0
ndefects,ndefects_036.pdf,Preparation of N-vacancy-doped g-C3N4 with outstanding photocatalytic H2O2 production ability by dielectric barrier discharge plasma treatment,Xuhe Li,True,False,,0
ndefects,ndefects_037.pdf,Metal-Free C3N4 with plentiful nitrogen vacancy and increased specific surface area for electrocatalytic nitrogen reduction,Ziming Zhao,True,False,,0
ndefects,ndefects_038.pdf,Enhanced photocatalytic nitrogen fixation of AgI modified g-C3N4 with nitrogen vacancy synthesized by an in-situ decomposition-thermal polymerization method,Xiuli Hu,True,False,,0
ndefects,ndefects_039.pdf,g-C3N4 nano-fragments as highly efficient hydrogen evolution photocatalysts_ Boosting effect of nitrogen vacancy,Lei Liang,True,False,,0
ndefects,ndefects_040.pdf,Synthesis and photo-catalytic activity of porous g-C3N4: Promotion effect of nitrogen vacancy in H2 evolution and pollutant degradation reactions,Lei Liang,True,False,,0
ndefects,ndefects_041.pdf,"Significantly narrowed bandgap and enhanced charge separation in porous, nitrogen-vacancy red g-C3N4 for visible light photocatalytic H2 production",Zhenxing Yang,True,True,ndefects_005.pdf,10
ndefects,ndefects_042.pdf,Synthesis of nitrogen vacancies g-C3N4 with increased crystallinity under the controlling of oxalyl dihydrazide: visible-light-driven photocatalytic activity,Yuxiong Wang,True,False,,0
ndefects,ndefects_043.pdf,Nitrogen vacancy and hydrogen substitution mediated tunable optoelectronic properties of g-C3N4 2D layered structures: Applications towards blue LED to broad-band photodetection,Arnab Ghosh,True,True,nddoped_001.pdf,8
ndefects,ndefects_044.pdf,Facile one-step synthesis of porous graphene-like g-C3N4 rich in nitrogen vacancies for enhanced H2 production from photocatalytic aqueous-phase reforming of methanol,Ruiyi Wang,True,False,,0
ndefects,ndefects_045.pdf,,,False,False,,0
ndefects,ndefects_046.pdf,C3N4 with engineered three coordinated (N3C) nitrogen vacancy boosts the production of 1O2 for Efficient and stable NO photo-oxidation,Yuhan Li,True,False,,0
ndefects,ndefects_047.pdf,"Insights into Photocatalytic CO2 Reduction on C3N4: Strategy of Simultaneous B, K co-doping and Enhancement by N Vacancies",Ke Wang,True,False,,0
ndefects,ndefects_048.pdf,Nitrogen vacancy engineered graphitic C3N4-based polymers for photocatalytic oxidation of aromatic alcohols to aldehydes,Jing Ding,True,False,,0
ndefects,ndefects_049.pdf,Filling the nitrogen vacancies with sulphur dopants in graphitic C3N4 for efficient and robust electrocatalytic nitrogen reduction,Ke Chu,True,True,sdoped_004.pdf,5
ndefects,ndefects_050.pdf,Enhancing visible light photocatalytic activity of nitrogen-deficient g-C3N4 via thermal polymerization of acetic acid-treated melamine,Cheng-Qun Xu,True,False,,0
ndefects,ndefects_051.pdf,One-pot thermal polymerization route to prepare N-deficient modified g-C3N4 for the degradation of tetracycline by the synergistic effect of photocatalysis and persulfate-based advanced oxidation process,Haoran Sun,True,False,,0
ndefects,ndefects_052.pdf,One-step synthesis of sulfur-doped and nitrogen-deficient g-C3N4 photocatalyst for enhanced hydrogen evolution under visible light,Jingling Chen,True,False,,0
ndefects,ndefects_053.pdf,,,False,False,,0
ndefects,ndefects_054.pdf,,,False,False,,0
ndefects,ndefects_055.pdf,Effect of N content in g-C3N4 as metal-free catalyst on H2O2 decomposition for MB degradation,Xunhe Wang,True,False,,0
ndefects,ndefects_056.pdf,Whether Corrugated Or Planar Vacancy Graphene Like Carbon Nitride (g-C3N4) Is More Effective For Nitrogen Reduction Reaction?,"Chunjin Ren, Yongli Zhang, Yanli Li, Yongfan Zhang, Shuping Huang, Wei Lin, and Kaining Ding",True,False,,0
ndefects,ndefects_057.pdf,Roles of N-Vacancies over Porous g-C3N4 Microtubes during Photocatalytic NOx Removal,Zhenyu Wang; Yu Huang; Meijuan Chen; Xianjin Shi; Yufei Zhang; Junji Cao; Wingkei Ho; Shun Cheng Lee,True,False,,0
ndefects,ndefects_058.pdf,manuscript 1..8,"Hui Liu, Dang-guo Cheng, Fengqiu Chen, and Xiaoli Zhan",True,True,cyanodefects_016.pdf,14
ndefects,ndefects_059.pdf,Engineering the High Concentration of N3C Nitrogen Vacancies Toward Strong Solar Light-Driven Photocatalyst-Based g-C3N4,Chinh-Chien Nguyen and Trong-On Do,True,False,,3
ndefects,ndefects_060.pdf,am9b19338 1..11,"Wenhua Tang, Ying Tian, BoWen Chen, Yayan Xu, Bingpeng Li, Xufeng Jing, Junjie Zhang, and Shiqing Xu",True,False,,0
ndefects,ndefects_061.pdf,,,False,False,,0
ndefects,ndefects_062.pdf,Facile synthesis of self-assembled g-C3N4 with abundant nitrogen defects for photocatalytic hydrogen evolution,"Yanyun Wang, Shuo Zhao, Yiwei Zhang, Jiasheng Fang, Wenxia Chen, Shenhao Yuan, and Yuming Zhou",True,False,,0
ndefects,ndefects_063.pdf,,,False,False,,0
ndefects,ndefects_064.pdf,Engineering the High Concentration of N3C Nitrogen Vacancies Toward Strong Solar Light-Driven Photocatalyst-Based g-C3N4,Chinh-Chien Nguyen and Trong-On Do,True,True,ndefects_059.pdf,3
ndefects,ndefects_065.pdf,Preparation of Structure Vacancy Defect Modified Diatomic‐Layered g‐C3N4 Nanosheet with Enhanced Photocatalytic Performance,,True,False,,0
ndefects,ndefects_066.pdf,,user,False,False,,0
ndefects,ndefects_067.pdf,,,False,False,,0
ndefects,ndefects_068.pdf,Effect of Morphological Modification over g-C3N4 on Photocatalytic Hydrogen Evolution Performance of g-C3N4-Pt Photocatalysts,"Thi Van Anh Hoang, Phuong Anh Nguyen and Eun Woo Shin",True,True,ptdoped_003.pdf,1
ndefects,ndefects_069.pdf,Generation Mechanism of the Defects in g-C3N4 Synthesized in N2 Atmosphere and the Method for Improving Photocatalysis Activity,"Xinye Chang, Huiqing Fan, Lin Lei, Xiaobo Wu, Weijia Wang and Longtao Ma",True,False,,0
ndefects,ndefects_070.pdf,,Vani,False,False,,0
ndefects,ndefects_071.pdf,Modification of G-C3N4 by the Surface Alkalinization Method and Its Photocatalytic Depolymerization of Lignin,"Zhongmin Ma, Ling Zhang, Lihua Zang and Fei Yu",True,False,,0
ndefects,ndefects_072.pdf,Facile Synthesis of Porous g-C3N4 with Enhanced Visible-Light Photoactivity,"Guangyuan Yao, Yuqiang Liu, Jingcai Liu and Ya Xu",True,False,,0
ndefects,ndefects_073.pdf,Structural Distortion of g-C3N4 Induced by N-Defects for Enhanced Photocatalytic Hydrogen Evolution,"Fengyun Su, Zhishuai Wang, Haiquan Xie, Yezhen Zhang, Chenghua Ding and Liqun Ye",True,False,,11
ndefects,ndefects_074.pdf,H2+CO2 Synergistic Plasma Positioning Carboxyl Defects in g-C3N4 with Engineered Electronic Structure and Active Sites for Efficient Photocatalytic H2 Evolution,"Daqian Wang, Zhihao Zhang, Shuchuan Xu, Ying Guo, Shifei Kang and Xijiang Chang",True,True,cdefects_014.pdf,6
ndefects,ndefects_075.pdf,,,False,False,,0
ndefects,ndefects_076.pdf,Photothermal-Assisted Photocatalytic Degradation of Tetracycline in Seawater Based on the Black g-C3N4 Nanosheets with Cyano Group Defects,"Loic Jiresse Nguetsa Kuate, Zhouze Chen, Jialin Lu, Huabing Wen, Feng Guo and Weilong Shi",True,False,,0
ndefects,ndefects_077.pdf,,,False,False,,0
ndefects,ndefects_078.pdf,Structural Distortion of g-C3N4 Induced by N-Defects for Enhanced Photocatalytic Hydrogen Evolution,"Fengyun Su, Zhishuai Wang, Haiquan Xie, Yezhen Zhang, Chenghua Ding and Liqun Ye",True,True,ndefects_073.pdf,11
ndefects,ndefects_079.pdf,g-C3N4 Based Photocatalyst for the Efficient Photodegradation of Toxic Methyl Orange Dye: Recent Modifications and Future Perspectives,"Abdulelah Aljuaid, Mazen Almehmadi, Ahad Amer Alsaiari, Mamdouh Allahyani, Osama Abdulaziz, Abdulaziz Alsharif, Jawaher Amer Alsaiari, Magdi Saih, Rema Turki Alotaibi and Idrees Khan",True,False,,0
ndefects,ndefects_080.pdf,Reductive Modification of Carbon Nitride Structure by Metals—The Influence on Structure and Photocatalytic Hydrogen Evolution,"Emilia Alwin, Robert Wojcieszak, Kamila Kočí, Miroslava Edelmannová, Michał Zieliński, Agata Suchora, Tomasz Pędziński and Mariusz Pietrowski",True,False,,0
ndefects,ndefects_081.pdf,,相晨 贾,False,False,,0
ndefects,ndefects_082.pdf,Alkali-Melting-Induced g-C3N4 Nitrogen Defect Construction and Band Structure Regulation: Efficient Photocatalytic Dye Degradation and Solar-Driven Applications,"Hongwei Pang, Guangyao Liu, Xinming Wang, Shuhe Liu, Juan Wang, Jinxian Cui, Jie Zhou and Ziyan Zhou",True,False,,0
ndefects,ndefects_083.pdf,Defect-amplified selective photocatalysis for enhanced phenol degradation over glucose on sulfuric-acid-treated g-C3N4,Naoko Taki,True,False,,0
ndefects,ndefects_084.pdf,N3C-Defect-Tuned g-C3N4 Photocatalysts: Structural Optimization and Enhanced Tetracycline Degradation Performance,"Yu Lu, Chengbao Liu, Leizhi Zheng, Feng Chen, Junchao Qian, Xianrong Meng, Zhigang Chen, Sheng Zhong and Bin He",True,False,,0
ndefects,ndefects_085.pdf,,,False,False,,0
ndefects,ndefects_086.pdf,,Lenovo,False,False,,0
ndefects,ndefects_087.pdf,,t15936,False,False,,0
reviews,anion_doped_review.pdf,"“Recent advances in anion doped g-C3N4 photocatalysts: a review""",Sulagna Patnaik,True,False,,0
reviews,dft_review.pdf,First-principle calculation study of tri-s-triazine-based g-C3N4: a review,Bicheng Zhu,True,False,,0
theoretical,theoretical_001.pdf,Effects of defects in g-C3N4 on excited-state charge distribution and transfer: Potential for improved photocatalysis,Yitong Zhang,True,False,,0
theoretical,theoretical_002.pdf,The synergistic effect of non-metal doping or defect engineering and interface coupling on the photocatalytic property of g-C3N4_ First-principle investigations,Faling Ling,True,False,,0
theoretical,theoretical_003.pdf,,Liang Xu,False,False,,0
theoretical,theoretical_004.pdf,First-principles study of S-doped point defects with different charge states in monolayer g-C3N4,Jie Li,True,False,,0
theoretical,theoretical_005.pdf,"Structural, electronic and photocatalytic properties of g-C3N4 with intrinsic defects_ A first-principles hybrid functional investigation",Xiaoqing Liu,True,False,,0
